,Company,Item,Calories,"Calories from
Fat","Total Fat
(g)","Saturated Fat
(g)","Trans Fat
(g)","Cholesterol
(mg)",Sodium (mg),"Carbs
(g)","Fiber
(g)","Sugars
(g)","Protein
(g)","Weight Watchers
Pnts"
0,McDonald’s,Hamburger,250,80.0,9.0,3.5,0.5,25,520,31.0,2.0,6,12.0,247.5
1,McDonald’s,Cheeseburger,300,110.0,12.0,6.0,0.5,40,750,33.0,2.0,6,15.0,297.0
2,McDonald’s,Double Cheeseburger,440,210.0,23.0,11.0,1.5,80,1150,34.0,2.0,7,25.0,433.0
3,McDonald’s,McDouble,390,170.0,19.0,8.0,1.0,65,920,33.0,2.0,7,22.0,383.0
4,McDonald’s,Quarter Pounder® with Cheese,510,230.0,26.0,12.0,1.5,90,1190,40.0,3.0,9,29.0,502.0
5,McDonald’s,Double Quarter Pounder® with Cheese,740,380.0,42.0,19.0,2.5,155,1380,40.0,3.0,9,48.0,720.0
6,McDonald’s,Big Mac®,540,260.0,29.0,10.0,1.5,75,1040,45.0,3.0,9,25.0,534.0
7,McDonald’s,Big N’ Tasty®,460,220.0,24.0,8.0,1.5,70,720,37.0,3.0,8,24.0,452.0
8,McDonald’s,Big N’ Tasty® with Cheese,510,250.0,28.0,11.0,1.5,85,960,38.0,3.0,8,27.0,502.0
9,McDonald’s,Angus Bacon & Cheese,790,350.0,39.0,17.0,2.0,145,2070,63.0,4.0,13,45.0,775.0
10,McDonald’s,Angus Deluxe,750,350.0,39.0,16.0,2.0,135,1700,61.0,4.0,10,40.0,736.0
11,McDonald’s,Angus Mushroom & Swiss,770,360.0,40.0,17.0,2.0,135,1170,59.0,4.0,8,44.0,751.0
12,McDonald’s,Filet-O-Fish®,380,170.0,18.0,3.5,0.0,40,640,38.0,2.0,5,15.0,373.5
13,McDonald’s,McChicken ®,360,150.0,16.0,3.0,0.0,35,830,40.0,2.0,5,14.0,354.0
14,McDonald’s,McRib ®,500,240.0,26.0,10.0,0.0,70,980,44.0,3.0,11,22.0,499.0
15,McDonald’s,Premium Grilled Chicken Classic Sandwich,360,80.0,9.0,2.0,0.0,65,820,41.0,4.0,8,27.0,343.0
16,McDonald’s,Premium Crispy Chicken Classic Sandwich,510,200.0,22.0,3.5,0.0,45,990,56.0,3.0,10,24.0,499.5
17,McDonald’s,Premium Grilled Chicken Club Sandwich,460,150.0,17.0,6.0,0.0,90,1040,43.0,4.0,9,35.0,440.0
18,McDonald’s,Premium Crispy Chicken Club Sandwich,620,260.0,29.0,7.0,0.0,70,1200,57.0,3.0,11,31.0,607.0
19,McDonald’s,Premium Grilled Chicken Ranch BLT Sandwich,380,90.0,10.0,3.0,0.0,75,1000,41.0,4.0,9,31.0,361.0
20,McDonald’s,Premium Crispy Chicken Ranch BLT Sandwich,540,210.0,23.0,4.5,0.0,55,1160,56.0,3.0,11,27.0,528.5
21,McDonald’s,Southern Style Crispy Chicken Sandwich,400,150.0,17.0,3.0,0.0,45,1030,39.0,1.0,6,24.0,385.0
22,McDonald’s,Ranch Snack Wrap® (Crispy),340,150.0,17.0,4.5,0.0,30,810,33.0,1.0,2,14.0,332.5
23,McDonald’s,Ranch Snack Wrap® (Grilled),270,90.0,10.0,4.0,0.0,45,830,26.0,1.0,2,18.0,258.0
24,McDonald’s,Honey Mustard Snack Wrap® (Crispy),330,140.0,16.0,4.5,0.0,30,780,34.0,1.0,4,14.0,324.5
25,McDonald’s,Honey Mustard Snack Wrap® (Grilled),260,80.0,9.0,3.5,0.0,45,800,27.0,1.0,4,18.0,249.5
26,McDonald’s,Chipotle BBQ Snack Wrap® (Crispy),330,140.0,15.0,4.5,0.0,30,810,35.0,1.0,4,14.0,324.5
27,McDonald’s,Chipotle BBQ Snack Wrap® (Grilled),260,80.0,9.0,3.5,0.0,45,830,28.0,1.0,5,18.0,250.5
28,McDonald’s,Angus Bacon & Cheese Snack Wrap,390,190.0,21.0,9.0,1.0,75,1080,28.0,1.0,4,21.0,382.0
29,McDonald’s,Angus Chipotle BBQ Bacon,800,350.0,39.0,18.0,2.0,145,2020,66.0,4.0,16,45.0,789.0
30,McDonald’s,Angus Chipotle BBQ Bacon Snack Wrap,400,190.0,22.0,10.0,1.0,75,1060,30.0,1.0,6,21.0,395.0
31,McDonald’s,Angus Deluxe Snack Wrap,410,220.0,25.0,10.0,1.5,75,990,27.0,2.0,3,20.0,403.0
32,McDonald’s,Angus Mushroom & Swiss Snack Wrap,430,230.0,26.0,10.0,1.5,75,730,27.0,2.0,2,22.0,420.0
33,McDonald’s,Mac Snack Wrap,330,170.0,19.0,7.0,1.0,45,690,26.0,1.0,3,15.0,325.0
34,McDonald’s,Small French Fries,230,100.0,11.0,1.5,0.0,0,160,29.0,3.0,0,3.0,228.5
35,McDonald’s,Medium French Fries,380,170.0,19.0,2.5,0.0,0,270,48.0,5.0,0,4.0,378.5
36,McDonald’s,Large French Fries,500,220.0,25.0,3.5,0.0,0,350,63.0,6.0,0,6.0,497.5
37,McDonald’s,Ketchup Packet,15,0.0,0.0,0.0,0.0,0,110,3.0,0.0,2,0.0,17.0
38,McDonald’s,Salt Packet,0,0.0,0.0,0.0,0.0,0,270,0.0,0.0,0,0.0,0.0
39,McDonald’s,Chicken McNuggets® (4 piece),190,110.0,12.0,2.0,0.0,25,360,12.0,1.0,0,9.0,183.0
40,McDonald’s,Chicken McNuggets® (6 piece),280,160.0,18.0,3.0,0.0,40,540,18.0,1.0,0,13.0,270.0
41,McDonald’s,Chicken McNuggets® (10 piece),470,270.0,30.0,5.0,0.0,65,900,30.0,2.0,0,22.0,453.0
42,McDonald’s,Barbeque Sauce,50,0.0,0.0,0.0,0.0,0,260,12.0,0.0,10,0.0,60.0
43,McDonald’s,Honey,50,0.0,0.0,0.0,0.0,0,0,12.0,0.0,11,0.0,61.0
44,McDonald’s,Hot Mustard Sauce,60,20.0,2.5,0.0,0.0,5,250,9.0,2.0,6,1.0,65.0
45,McDonald’s,Sweet ‘N Sour Sauce,50,0.0,0.0,0.0,0.0,0,150,12.0,0.0,10,0.0,60.0
46,McDonald’s,Chicken Selects® Premium Breast Strips (3 pc),400,210.0,24.0,3.5,0.0,50,1010,23.0,0.0,0,23.0,380.5
47,McDonald’s,Chicken Selects® Premium Breast Strips (5 pc),660,360.0,40.0,6.0,0.0,85,1680,39.0,0.0,0,38.0,628.0
48,McDonald’s,Spicy Buffalo Sauce,60,50.0,6.0,1.0,0.0,0,800,1.0,1.0,0,0.0,61.0
49,McDonald’s,Creamy Ranch Sauce,170,160.0,18.0,3.0,0.0,10,270,2.0,0.0,1,0.0,174.0
50,McDonald’s,Tangy Honey Mustard Sauce,60,20.0,2.0,0.0,0.0,5,140,10.0,0.0,8,0.0,68.0
51,McDonald’s,Southwestern Chipotle Barbeque Sauce,60,0.0,0.0,0.0,0.0,0,210,15.0,1.0,11,0.0,71.0
52,McDonald’s,Premium Southwest Salad with Grilled Chicken,320,80.0,9.0,3.0,0.0,70,960,30.0,6.0,11,30.0,304.0
53,McDonald’s,Premium Southwest Salad with Crispy Chicken,430,180.0,20.0,4.0,0.0,55,920,38.0,6.0,12,26.0,420.0
54,McDonald’s,Premium Southwest Salad (without chicken),140,40.0,4.5,2.0,0.0,10,150,20.0,6.0,6,6.0,142.0
55,McDonald’s,Premium Bacon Ranch Salad with Grilled Chicken,260,90.0,9.0,4.0,0.0,90,1010,12.0,3.0,5,33.0,236.0
56,McDonald’s,Premium Bacon Ranch Salad with Crispy Chicken,370,180.0,20.0,6.0,0.0,75,970,20.0,3.0,6,29.0,353.0
57,McDonald’s,Premium Bacon Ranch Salad (without chicken),140,70.0,7.0,3.5,0.0,25,300,10.0,3.0,4,9.0,138.5
58,McDonald’s,Premium Caesar Salad with Grilled Chicken,220,60.0,6.0,3.0,0.0,75,890,12.0,3.0,5,30.0,198.0
59,McDonald’s,Premium Caesar Salad with Crispy Chicken,330,150.0,17.0,4.5,0.0,60,840,20.0,3.0,6,26.0,314.5
60,McDonald’s,Premium Caesar Salad (without chicken),90,35.0,4.0,2.5,0.0,10,180,9.0,3.0,4,7.0,89.5
61,McDonald’s,Side Salad,20,0.0,0.0,0.0,0.0,0,10,4.0,1.0,2,1.0,21.0
62,McDonald’s,Butter Garlic Croutons,60,15.0,1.5,0.0,0.0,0,140,10.0,1.0,0,2.0,58.0
63,McDonald’s,Snack Size Fruit & Walnut Salad,210,70.0,8.0,1.5,0.0,5,60,31.0,2.0,25,4.0,232.5
64,McDonald’s,Newman’s Own® Creamy Southwest Dressing,100,50.0,6.0,1.0,0.0,20,340,11.0,0.0,3,1.0,103.0
65,McDonald’s,Newman’s Own® Creamy Caesar Dressing,190,170.0,18.0,3.5,0.0,20,500,4.0,0.0,2,2.0,193.5
66,McDonald’s,Newman’s Own® Low Fat Balsamic Vinaigrette,40,25.0,3.0,0.0,0.0,0,730,4.0,0.0,3,0.0,43.0
67,McDonald’s,Newman’s Own® Low Fat Family Recipe Italian Dressing,60,20.0,2.5,0.0,0.0,0,730,8.0,0.0,1,1.0,60.0
68,McDonald’s,Newman’s Own® Ranch Dressing,170,130.0,15.0,2.5,0.0,20,530,9.0,0.0,4,1.0,175.5
69,McDonald’s,Egg McMuffin®,300,110.0,12.0,5.0,0.0,260,820,30.0,2.0,3,18.0,290.0
70,McDonald’s,Sausage McMuffin®,370,200.0,22.0,8.0,0.0,45,850,29.0,2.0,2,14.0,366.0
71,McDonald’s,Sausage McMuffin® with Egg,450,250.0,27.0,10.0,0.0,285,920,30.0,2.0,2,21.0,441.0
72,McDonald’s,English Muffin,160,30.0,3.0,0.5,0.0,0,280,27.0,2.0,2,5.0,157.5
73,McDonald’s,"Bacon, Egg & Cheese Biscuit (Regular Size Biscuit)",420,210.0,23.0,12.0,0.0,235,1160,37.0,2.0,3,15.0,420.0
74,McDonald’s,"Bacon, Egg & Cheese Biscuit (Large Size Biscuit)",480,240.0,27.0,12.0,0.0,235,1270,43.0,3.0,4,15.0,481.0
75,McDonald’s,Sausage Biscuit with Egg (Regular Size Biscuit),510,290.0,33.0,14.0,0.0,250,1170,36.0,2.0,2,18.0,508.0
76,McDonald’s,Sausage Biscuit with Egg (Large Size Biscuit),570,330.0,37.0,15.0,0.0,250,1280,42.0,3.0,3,18.0,570.0
77,McDonald’s,Sausage Biscuit (Regular Size Biscuit),430,240.0,27.0,12.0,0.0,30,1080,34.0,2.0,2,11.0,433.0
78,McDonald’s,Sausage Biscuit (Large Size Biscuit),480,280.0,31.0,13.0,0.0,30,1190,39.0,3.0,3,11.0,485.0
79,McDonald’s,Southern Style Chicken Biscuit (Regular Size Biscuit),410,180.0,20.0,8.0,0.0,30,1180,41.0,2.0,3,17.0,404.0
80,McDonald’s,Southern Style Chicken Biscuit (Large Size Biscuit),470,220.0,24.0,9.0,0.0,30,1290,46.0,3.0,4,17.0,466.0
81,McDonald’s,"Steak, Egg & Cheese Bagel",660,300.0,33.0,12.0,1.0,300,1580,56.0,3.0,7,33.0,646.0
82,McDonald’s,"Bacon, Egg & Cheese McGriddles®",420,160.0,18.0,8.0,0.0,240,1110,48.0,2.0,15,15.0,428.0
83,McDonald’s,"Sausage, Egg & Cheese McGriddles®",560,290.0,32.0,12.0,0.0,265,1360,48.0,2.0,15,20.0,567.0
84,McDonald’s,Sausage McGriddles®,420,200.0,22.0,8.0,0.0,35,1030,44.0,2.0,15,11.0,432.0
85,McDonald’s,Big Breakfast® (Regular Size Biscuit),740,430.0,48.0,17.0,0.0,555,1560,51.0,3.0,3,28.0,732.0
86,McDonald’s,Big Breakfast® (Large Size Biscuit),800,470.0,52.0,18.0,0.0,555,1680,56.0,4.0,3,28.0,793.0
87,McDonald’s,Big Breakfast with Hotcakes (Regular Size Biscuit),1090,510.0,56.0,19.0,0.0,575,2150,111.0,6.0,17,36.0,1090.0
88,McDonald’s,Big Breakfast with Hotcakes (Large Size Biscuit),1150,540.0,60.0,20.0,0.0,575,2260,116.0,7.0,17,36.0,1151.0
89,McDonald’s,Sausage Burrito,300,140.0,16.0,7.0,0.0,115,830,26.0,1.0,2,12.0,297.0
90,McDonald’s,McSkillet™ Burrito with Sausage,610,320.0,36.0,14.0,0.5,410,1390,44.0,3.0,4,27.0,601.0
91,McDonald’s,Hotcakes,350,80.0,9.0,2.0,0.0,20,590,60.0,3.0,14,8.0,358.0
92,McDonald’s,Hotcakes and Sausage,520,210.0,24.0,7.0,0.0,50,930,61.0,3.0,14,15.0,526.0
93,McDonald’s,Hotcake Syrup,180,0.0,0.0,0.0,0.0,0,20,45.0,0.0,32,0.0,212.0
94,McDonald’s,Whipped Margarine (1 pat),40,40.0,4.5,1.5,0.0,0,55,0.0,0.0,0,0.0,41.5
95,McDonald’s,Hash Brown,150,80.0,9.0,1.5,0.0,0,310,15.0,2.0,0,1.0,150.5
96,McDonald’s,Grape Jam,35,0.0,0.0,0.0,0.0,0,0,9.0,0.0,9,0.0,44.0
97,McDonald’s,Strawberry Preserves,35,0.0,0.0,0.0,0.0,0,0,9.0,0.0,9,0.0,44.0
98,McDonald’s,"Bacon, Egg & Cheese Bagel",560,240.0,27.0,9.0,0.5,260,1300,56.0,3.0,7,24.0,552.0
99,McDonald’s,Fruit & Maple Oatmeal,290,40.0,4.5,2.0,0.0,10,160,57.0,5.0,32,5.0,319.0
100,McDonald’s,Fruit & Maple Oatmeal without Brown Sugar,260,40.0,4.5,2.0,0.0,10,115,48.0,5.0,18,5.0,275.0
101,McDonald’s,Hamburger Happy Meal,475,0.0,16.0,5.5,0.0,40,690,62.0,2.0,20,22.0,0.0
102,McDonald’s,4 Piece Chicken McNuggets Happy Meal,395,0.0,17.0,3.5,0.0,35,510,41.0,1.0,14,19.0,0.0
103,McDonald’s,6 Piece Chicken McNuggets® Happy Meal,475,0.0,22.0,4.5,0.0,50,680,46.0,2.0,14,24.0,0.0
104,McDonald’s,Fruit ‘n Yogurt Parfait (7 oz),160,20.0,2.0,1.0,0.0,5,85,31.0,1.0,21,4.0,178.0
105,McDonald’s,Low Fat Caramel Dip,70,5.0,0.5,0.0,0.0,5,35,15.0,0.0,9,0.0,79.0
106,McDonald’s,Vanilla Reduced Fat Ice Cream Cone,150,35.0,3.5,2.0,0.0,15,60,24.0,0.0,18,4.0,166.0
107,McDonald’s,Kiddie Cone,45,10.0,1.0,0.5,0.0,5,20,8.0,0.0,6,1.0,50.5
108,McDonald’s,Strawberry Sundae,280,60.0,6.0,4.0,0.0,25,95,49.0,1.0,45,6.0,323.0
109,McDonald’s,Hot Caramel Sundae,340,70.0,8.0,5.0,0.0,30,160,60.0,1.0,44,7.0,382.0
110,McDonald’s,Hot Fudge Sundae,330,90.0,10.0,7.0,0.0,25,180,54.0,2.0,48,8.0,377.0
111,McDonald’s,Peanuts (for Sundaes),45,30.0,3.5,0.5,0.0,0,0,2.0,1.0,0,2.0,43.5
112,McDonald’s,McFlurry® with M&M’S® Candies (12 fl oz cup),710,230.0,25.0,16.0,1.0,60,220,105.0,4.0,97,15.0,808.0
113,McDonald’s,McFlurry® with OREO® Cookies (12 fl oz cup),580,170.0,19.0,10.0,1.0,50,320,89.0,3.0,73,13.0,650.0
114,McDonald’s,Baked Hot Apple Pie,250,110.0,13.0,7.0,0.0,0,170,32.0,4.0,13,2.0,268.0
115,McDonald’s,Cinnamon Melts,460,170.0,19.0,9.0,0.0,15,370,66.0,3.0,32,6.0,495.0
116,McDonald’s,McDonaldland® Cookies,260,70.0,8.0,2.5,0.0,0,300,43.0,1.0,13,4.0,271.5
117,McDonald’s,Chocolate Chip Cookie,160,70.0,8.0,3.5,0.0,10,90,21.0,1.0,15,2.0,176.5
118,McDonald’s,Oatmeal Raisin Cookie,150,50.0,6.0,2.5,0.0,10,135,22.0,1.0,13,2.0,163.5
119,McDonald’s,Sugar Cookie,160,60.0,7.0,3.0,0.0,5,120,21.0,0.0,11,2.0,172.0
120,McDonald’s,Apple Dippers with Low Fat Caramel Dip,100,5.0,0.5,0.0,0.0,5,35,23.0,0.0,15,0.0,115.0
121,McDonald’s,Chocolate McCafé® Shake (12 fl oz cup),580,150.0,17.0,10.0,1.0,50,240,94.0,1.0,77,11.0,656.0
122,McDonald’s,Chocolate McCafé® Shake (16 fl oz cup),720,180.0,20.0,12.0,1.0,60,300,119.0,1.0,98,15.0,815.0
123,McDonald’s,Chocolate McCafé® Shake (22 fl oz cup),880,220.0,24.0,15.0,1.5,75,370,147.0,1.0,121,18.0,998.0
124,McDonald’s,Chocolate Triple Thick® Shake (12 fl oz cup),440,90.0,10.0,6.0,0.5,40,190,76.0,1.0,63,10.0,499.0
125,McDonald’s,Chocolate Triple Thick® Shake (16 fl oz cup),580,120.0,14.0,8.0,1.0,50,250,102.0,1.0,84,13.0,659.0
126,McDonald’s,Chocolate Triple Thick® Shake (21 fl oz cup),770,160.0,18.0,11.0,1.0,70,330,134.0,1.0,111,18.0,874.0
127,McDonald’s,Chocolate Triple Thick® Shake (32 fl oz cup),1160,240.0,27.0,16.0,2.0,100,510,203.0,2.0,168,27.0,1317.0
128,McDonald’s,Snack Size McFlurry® with M&M’S® Candies,430,140.0,16.0,10.0,0.5,35,130,64.0,2.0,59,9.0,490.0
129,McDonald’s,Snack Size McFlurry® with OREO® Cookies,340,100.0,12.0,6.0,0.0,30,200,53.0,2.0,43,8.0,381.0
130,McDonald’s,Strawberry McCafé® Shake (12 fl oz cup),570,150.0,17.0,10.0,1.0,50,170,92.0,0.0,79,11.0,648.0
131,McDonald’s,Strawberry McCafé® Shake (16 fl oz cup),710,180.0,20.0,12.0,1.0,65,210,116.0,0.0,100,14.0,808.0
132,McDonald’s,Strawberry McCafé® Shake (22 fl oz cup),860,220.0,24.0,15.0,1.5,75,260,144.0,0.0,124,18.0,981.0
133,McDonald’s,Strawberry Triple Thick® Shake (12 fl oz cup),420,90.0,10.0,6.0,0.5,40,130,73.0,0.0,63,10.0,479.0
134,McDonald’s,Strawberry Triple Thick® Shake (16 fl oz cup),560,120.0,13.0,8.0,1.0,50,170,97.0,0.0,84,13.0,639.0
135,McDonald’s,Strawberry Triple Thick® Shake (21 fl oz cup),740,160.0,18.0,11.0,1.0,70,230,128.0,0.0,111,17.0,845.0
136,McDonald’s,Strawberry Triple Thick® Shake (32 fl oz cup),1110,240.0,26.0,16.0,2.0,100,350,194.0,0.0,168,25.0,1269.0
137,McDonald’s,Vanilla McCafé® Shake (12 fl oz cup),540,150.0,16.0,10.0,1.0,45,170,88.0,0.0,64,10.0,604.0
138,McDonald’s,Vanilla McCafé® Shake (16 fl oz cup),680,180.0,20.0,12.0,1.0,60,220,111.0,0.0,82,14.0,760.0
139,McDonald’s,Vanilla McCafé® Shake (22 fl oz cup),830,210.0,24.0,14.0,1.5,75,270,138.0,0.0,103,17.0,930.0
140,McDonald’s,Vanilla Triple Thick Shake® (32 fl oz cup),1110,240.0,26.0,16.0,2.0,100,370,193.0,0.0,145,25.0,1246.0
141,McDonald’s,Vanilla Triple Thick® Shake (12 fl oz cup),420,90.0,10.0,6.0,0.5,40,140,72.0,0.0,54,9.0,471.0
142,McDonald’s,Vanilla Triple Thick® Shake (16 fl oz cup),550,120.0,13.0,8.0,1.0,50,190,96.0,0.0,72,13.0,617.0
143,McDonald’s,Vanilla Triple Thick® Shake (21 fl oz cup),740,160.0,18.0,11.0,1.0,70,250,128.0,0.0,96,17.0,830.0
144,McDonald’s,1% Low Fat Milk Jug,100,20.0,2.5,1.5,0.0,10,125,12.0,0.0,12,8.0,105.5
145,McDonald’s,1% Low Fat Chocolate Milk Jug,170,25.0,3.0,1.5,0.0,5,150,26.0,1.0,25,9.0,187.5
146,McDonald’s,Minute Maid® 100% Apple Juice Box,100,0.0,0.0,0.0,0.0,0,15,23.0,0.0,22,0.0,122.0
147,McDonald’s,Dasani® Water,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0
148,McDonald’s,Minute Maid® Orange Juice (Small),150,0.0,0.0,0.0,0.0,0,0,30.0,0.0,30,2.0,178.0
149,McDonald’s,Minute Maid® Orange Juice (Medium),190,0.0,0.0,0.0,0.0,0,0,39.0,0.0,39,3.0,226.0
150,McDonald’s,Minute Maid® Orange Juice (Large),280,0.0,0.0,0.0,0.0,0,5,58.0,0.0,58,4.0,334.0
151,McDonald’s,Coca-Cola® Classic (Child),110,0.0,0.0,0.0,0.0,0,5,29.0,0.0,29,0.0,139.0
152,McDonald’s,Coca-Cola® Classic (Small),150,0.0,0.0,0.0,0.0,0,10,40.0,0.0,40,0.0,190.0
153,McDonald’s,Coca-Cola® Classic (Medium),210,0.0,0.0,0.0,0.0,0,15,58.0,0.0,58,0.0,268.0
154,McDonald’s,Coca-Cola® Classic (Large),310,0.0,0.0,0.0,0.0,0,20,86.0,0.0,86,0.0,396.0
155,McDonald’s,Diet Coke® (Child),0,0.0,0.0,0.0,0.0,0,15,0.0,0.0,0,0.0,0.0
156,McDonald’s,Diet Coke® (Small),0,0.0,0.0,0.0,0.0,0,20,0.0,0.0,0,0.0,0.0
157,McDonald’s,Diet Coke® (Medium),0,0.0,0.0,0.0,0.0,0,30,0.0,0.0,0,0.0,0.0
158,McDonald’s,Diet Coke® (Large),0,0.0,0.0,0.0,0.0,0,45,0.0,0.0,0,0.0,0.0
159,McDonald’s,Sprite® (Child),110,0.0,0.0,0.0,0.0,0,30,28.0,0.0,28,0.0,138.0
160,McDonald’s,Sprite® (Small),150,0.0,0.0,0.0,0.0,0,40,39.0,0.0,39,0.0,189.0
161,McDonald’s,Sprite® (Medium),210,0.0,0.0,0.0,0.0,0,55,56.0,0.0,56,0.0,266.0
162,McDonald’s,Sprite® (Large),310,0.0,0.0,0.0,0.0,0,80,83.0,0.0,83,0.0,393.0
163,McDonald’s,Hi-C® Orange Lavaburst (Child),120,0.0,0.0,0.0,0.0,0,0,32.0,0.0,32,0.0,152.0
164,McDonald’s,Hi-C® Orange Lavaburst (Small),160,0.0,0.0,0.0,0.0,0,5,44.0,0.0,44,0.0,204.0
165,McDonald’s,Hi-C® Orange Lavaburst (Medium),240,0.0,0.0,0.0,0.0,0,10,64.0,0.0,64,0.0,304.0
166,McDonald’s,Hi-C® Orange Lavaburst (Large),350,0.0,0.0,0.0,0.0,0,10,94.0,0.0,94,0.0,444.0
167,McDonald’s,POWERade® Mountain Blast (Child),70,0.0,0.0,0.0,0.0,0,65,20.0,0.0,16,0.0,86.0
168,McDonald’s,POWERade® Mountain Blast (Small),100,0.0,0.0,0.0,0.0,0,85,27.0,0.0,21,0.0,121.0
169,McDonald’s,POWERade® Mountain Blast (Medium),150,0.0,0.0,0.0,0.0,0,130,39.0,0.0,31,0.0,181.0
170,McDonald’s,POWERade® Mountain Blast (Large),220,0.0,0.0,0.0,0.0,0,190,58.0,0.0,46,0.0,266.0
171,McDonald’s,Iced Tea (Child),0,0.0,0.0,0.0,0.0,0,5,0.0,0.0,0,0.0,0.0
172,McDonald’s,Iced Tea (Small),0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0,0.0,0.0
173,McDonald’s,Iced Tea (Medium),0,0.0,0.0,0.0,0.0,0,15,0.0,0.0,0,0.0,0.0
